Username,waktu,Komentar,Rating
FIRANA FRN,2022-03-04,gamenya seru sama grafik yang bagus hanya ada bug yang benar benar nyeselin bugnya upa loading yang tidak ada hanya gambar saja tidak ada bar loading dan itu harus install ulang sama download data juga dan itu lama sangat iya meski pakai wifi,4
061_B_RiaFinolaAS,2022-03-02,permainan nya bagus koktapi sayang sangat jaringan saya yang benar lancar dan tidak ada problem aplikasi lain saat main permainan jadi masalah pdhl jaringan saya baik saja mungkin itu hal yang perlu baik dan juga download an nya terlalu besar dan banyak kyk kurang terlalu penting soal besar sangat kapasitas downloadnya,3
cloudf 56,2022-02-28,device saya sd tidak ram  setting grafik rendah dan framerate tinggi sering jadi lag mp maupun br apalagi soal kualitas server sinyal lancar permainan lain tapi ketika main codm sering ngelag dan ping tinggi percuma saja permainan siap senjata baru setiap season atau draw baru setiap minggu jika alam main player bisa tingkat mohon perhati akan hal kami sudah mensupport permainan dengan top up sampai juta jadi tolong beri kami alam main yang baik,1
falah 298,2022-02-28,tolong lebih stabil cari lawan match gameplay jangan seperti misal kita baru pernah legend sekali tapi ketemu lawan tuu yang sudah kalau kalau  kalau dst  tolong sesuai agar tidak banyak yang booring dan akhir tidak main sekian,3
Rahmat Akbar,2022-02-27,permainan turut saya sudah bagus tapi terlalu banyak yang harus download dan itu sangat rugi bagi user hp yang ram simpan nya kecil mohon lah kecil ngapain harus ada banyak skin dan charater satu senjata saja terkadang ada skin masuk camo iya begitu saja,4
Wahyu Arif,2022-02-27,permainan nya sudah tarik dan bagus tapi tolong baik untuk bagi bug koneksi soal sinyal saya bagus dan bisa masuk semua aplikasi tapi saat mau match rank itu selalu ada tulis gangguann koneksi atau match akhir mohon segera baik untuk bug nya terimakasih,4
Mochamad Arvilando,2022-02-25,gamenya jauh bagus saya sangat suka dengan gameplay yang beri tapi terkadang masih dapat player tim yang bisa bilang kurang bisa main jadi sedikit rugi saat main mode rank banding balik dengan musuh semua playernya keras aimnya satu lagi tolong garena bagi skin legendary begitu tahun sekali biar freeplayer bisa ngerasain pakai skin legend hahahaha sudah segitu saja lebih sudah ok turut saya,4
OtaGamers ID,2022-02-25,tolong baik masalah bisa buka sudah main permainan padahal sudah download bisa main tapi sudah aplikasi tutup dan main beberapa jam aplikasi bisa buka dan selalu paksa tutup padahal simpan dan ram pada perangkat redmi note terima kasih,3
Second Email,2022-02-22,sinyal padahal stabil tapi sering susah masuk match dengan alasan sinyal stabil setiap kalau matchmaking selalu ini terkadang masuk tidak bisa benarkan dulu servernya parah sangat ganggu sekali  lebih ganggu dari pada iklan permainan,1
Fachry A.L,2022-02-22,saya sangat suka dengan permainan ini banyak yang bilang banyak bug saya rekomendasi minimal gb untuh grafik tegah dan bug biasa yang bilang banyak bug itu scriptnya atau filenya yang corrupt atau memori hp cukup untuk jaringan harus pakai wifi terus kalau permainan tidak bisa terhubung arti server down mungkin perbaiki karena ada yang cheat,5
Kanto Siga,2022-02-20,garena niat tidak sih jadi developer saya masih rank pro v musuh nya master dan terkadang level musuh level saya saja masih lawan itu yang seimbang saya saat ingin naik master selalu bisa dan tolong baik masalah jaringan aku main selalu reconnect,1
Diva Setya,2022-02-19,gamenya bagus grafik oke tapi saat setiap update itu saya jadi kurang suka sama gamenya karena kalau update pasti map dan skin baju senjata  kendara harus download ulang karena itu saya hapus gamenya dan saya kasih bintang tapi tetap gamenya seru,4
Widya Sukmantara,2022-02-18,tolong baik masalah jaringan setiap saya main berguna data seluler smartfren selalu saja tiba-tiba lag padahal saya masih bisa main permainan lain dengan berguna paket data yang sama yang paling aneh setiap saya main sama teman sering sekali jadi lose connection dan akhir saya hitung afk sama sistem,1
"Abyan Ahmad Kautsar, 01",2022-02-18,tolong untuk developer baik saudara saya bisa setting dengan grafik high sementara aku hanya henti grafik rendah dengan grafik rendah aku tidak bisa lihat musuh ada jarak jauh dan buat high sama sekali tolong yang aku ingin hanya grafik yang lebih tinggi tolnglah,5
Narti Marita,2022-02-17,permainan berat lebih berat dari pubgmpubg newstate permainan minimal ram dan gabanyak aplikasi lain juga dukung sama jaringan yang cepat alias kuota oke permasalahanya kalau sudah update itu install ulang map pada hilang semua dan harus didownload ulang setiap update tolong baik terimakasih,5
M.RIFQY ALBUKHARI,2022-02-16,sesungguh untuk dari segi gameplay enak enak saja tetapi ada satu hal yang perlu perhati sistem match ranked nya saya rasa adil selalu ikan tim yang skill nya tengah bawah sementara dari tim musuh nya milik skill tengah selsaikan satu hanya ada beberapa event yang ada permainan codm saya sisa tidak ada masuk ghaca pada shop,3
A D R.,2022-02-16,koneksi server pernah benah saya benar kecewa sama developer padahal gamenya sudah bagus jadi masalah waktu cari matchranked sudah ketemu ini matchnya terus bisa masuk gamenya kasihan dong teman tim saya main hanya ber apalagi ranked sinyal saya baik saja tidak bar penuh tapi bisa masuk match,1
Widiya Putra,2022-02-15,gamenya bagus kualitas juga tapi jelek daya tangkap sinyal yang butuh untuk main kurang optimal sinyal sudah tidak tapi selalu gagal masuk match buruk membuangbuang waktu,3
Rama Abisatya,2022-02-12,bagai fans cod saya sangat kecewa dengan versi mobilenya lobby yang beranta senjata harus beli pakai duit asli saat masuk permainan tiba gamenya sudah selesai padahal baru saja masuk tiba layar suka rotate sendiri tiba harus download data ulang loading yang hampir menit tidak selesai saya tidak pernah nemu permainan jelek dan beranta ini sudah begitu tidak ada storynya mah Hanya pubg versi fps,1
Riko Irwanto,2022-02-05,semakin update semakin tidak cocok buat hp low device tambah bug pada tombol tembakapalagi map yang tidak jelas dan akurat map musuh depan eh rupa belakang baik woi,1
Rivaldo T30,2022-02-04,gameplay sudah bagus dan oke saja hanya masalah saat tekan tombol like main jadi crash dan bug buat saya harus restart ulang dan juga sering sekali saat saya selesai main jadi crash juga,3
Chandra Wisnu,2022-02-02,hay garena saya ingin tanya tentang bug tombol yang ada permainan ini saat saya main setiap ngekil musuh selalu tombol tidak bisa pencet dan harus saya diam kan sekitar detik baru bisa apakah bug atau ting permaianan nya ini padahal pertama sayadownload permainan ini ada masalah sama sekali bug sangat ganggu buat saya saat main mode mp atau pun mode br saya berguna infinix note pro ting lowmax mohon konfirmasi cepat,1
RGM MDZz,2022-02-02,terima kasih garena akhir keluar permainan yang grafik bagus ini mirip sangat seperti misi dunia nyata mode aman bomb dan pasang area yang mau bomb saya salut sudah baru download sudah rasa grafik yang real,5
Ahmad Muwardi,2022-02-02,semakin tidak jelas koneksi tidak stabil lah gagal gabung lah koneksi buruk lah kalau sudah permainan error selalu jaringan padahal signal bagus bakal semakin sepi ini permainan kalau masalah terus,1
Desta PRTM,2022-02-02,gamenya bagus grafik ok kontrol mudah dan tidak kaku Hanya ada masalah sol simpan setiap update selalu mendownload ulang baju senjata dan karakter padahal itu tidak perlu bagi aku Hanya itu saja sih kalau sudah baik saya kembali dan beri bintang,4
Feri Sikome,2022-01-30,error error sudah saya uninstall saran untuk developer skin senjata yang sudah lama lama sama karakter yang lama baik hapus saja dari server buat banyak kapasitas memori saja apalagi pertarungan royal rata rata pakai karakter bot kita main sudah seperti slow motion,5
Aris Suhendar,2022-01-27,grafik memang bagus tapi kenapa jadi begini sangat permainan sekarang semakin jadi lag sama ptah tolong lah baik lagi jngan grafik bagus gameplay jelek  begini cara bisa orang pda uninstal sekali tolong baik lagi kalau bisa kembali lagi seperti dulu terimakasih,1
Gede Septian,2022-01-26,fps sering stabil sering drop dan bug suara snowboard masih belum hilang untuk matching masih kurang adil saat main mp atau br dan sering terlalu lama matching nya bug skin senjata dan bug class ninja untuk koneksi server sering stabil ping rata ms sampai ms mohon baik untuk nyaman para player saat main gilir bug event atau bug gatcha maupun create cepat baik,1
unknown Person,2022-01-25,banyak fitur grafis pukau maps variasi unik event yang seru skin yang keren cod belum pernah kecewa segi uidll ada tingkat segi sistem download update sudah mendownload resource yang baru dengan lama tapi hanya mendownload resource yang baru sehingga hemat ruang dan kuota internet terimakasih garena,5
Arullmarley_,2022-01-24,permainan bagus sangat asli tapi sayang semakin sini update nya semakin ngawur tidak masuk akal percuma mau ram  atau juga jika permainan nya update terus bakal habis memori tolong dong masa permainan mobile hampir setara dengan permainan pc jika banyak yang pensiun karena permainan berat sangat baru itu rasa itu,1
moo,2022-01-24,permainan bagus sayang kendala koneksi ane pakai provider ungu main permainan lain lancar saja tanpa lag buat internetan juga lancar nah buat main cod gagal login terkadang atau semakin habis matching loading stage gagal selalu karena masalah koneksi kata bis sih selsaikan dengan ganti koneksi wifi rumah tapi masa kudu rumah dulu baru bisa main belum kalau wifi trobel,4
H3705 CIVWVHOW / מוחמד סולה / Μοχάμεντ Σολέχ,2022-01-22,untuk inventori buat shortcut buat item agar dapat berguna jadi tidak ada yang expired dan buat list nana lawan yang bunuh akhir layar pertarungan royal satu entah signal kenapa parah iya beberapa bulan sampai gen main akibat jaringan yang dari provider server yang sering putus dan sambung untuk masalah saya paksa kurang bintang sampai baik,3
Puji Yono,2022-01-21,saya sudah atau tahun kurang lebih main permainan cod ketika saya mula tahun ada kembang yang signifikan map multiplayer ubah olah main lingkup yang kecil dan sesak battleground banyak itu yang main  isi nya Hanya team trakhir yang temu lebih bot itu yang saya rasakanrasakan dan map ada ubah jauh sekali permainan dari permainan pc,2
Ipan Ardiansyah,2022-01-20,banyak keluh dari saya mohon baik permainan memorynya besar tapi kenapa kalau lari kita bawa senjata tidak lihat terus kita tidak bisa lihat musuh dari jarak jauh tidak seperti ff tahu nongol saja depan terus kostum tidak ada ganti jadi tidak tarik,1
Ade Ajus,2022-01-19,developer yang hormat semakin kesini permainan semakin layak main setiap masuk room selalu konesi putus hp sudah direstart tetap juga sama yang berguna provider xlaxis bisa masuk keroom macth emg ada yang salah dengan xl dan tidak mungkin juga hrus ganti provider buat bisa main padahal main permainan fps yang lain lancar dan kuota masih banyak tolong baik jangan buat permainan yang sudah punya nama besar jadi jelek dan tinggal,1
Dida AK,2022-01-19,turut saya permainan nya bagus tinggal tingakatkan lagi tambahin map dan juga yang penting masalah sinyal karakter nya pada bagus senjata apalagi tapi equipmen senjata mode multiplayer harus turut level padahal sudah keren tambahin event yang untung main solo mungkin sekian duru dari saya,5
Bagus Erianto,2022-01-19,dulu saya beri b saya turun jadi karena semakin kesini cara raup untung semakin mirip permainan belah sedikit toxic gacha skin char terusmenerus tetapi improve gameplay framerate rumor performa semakin samping saya harap ketika nanti saya milik device yang lebih baik dan ingin main lagi performa semua mode sudah sangat rata mode favorit player mode zombie lama contoh permanen dan rumor lain sudah baik permainan yang luar biasa terima kasih,4
MC721,2022-01-18,min saran agar gamenya kompres poll sizenya gak peduli grafik buruk yang penting bisa kurang force close sama jangan buat sering update masa update terus kan jadi semakin buat berat device guna dan juga tambahin grafik very low biar user device low end seperti saya tidak terlalu siksa ketika ada spam thermitegas mp rank sekian terimakasih,2
Barna Satria,2022-01-17,untuk developer yang hormat tolong kalau setiap update jangan suruh download map skin dan lain lain jangan fokus bertambah skin dulu baik dulu masalah jangan Hanya update terus nyaman para player lebih utama iya terima kasih,1
Azis Halim Hakimi,2022-01-17,pertarungan royale mohon senjata bisa attachment cara manual jadi attachment nya itu sebar dan paket sama senjata nya biar bisa tentu pilih attachment yang ingin ketika main pertarungan royale terima kasih selsaikan baharu yang dapat saya main codm dari season beberapa kalau top up dan masih main sampai sekarang user ydeltaalphacu,5
Foxtrot Echo,2022-01-16,ukur terlalu besar setiap update download ulang semua data layout tombol reset aduh lebih baik baik saja gamenya dari pada nambahin skin tidak jelas please lah kalau update itu baik biar tidak usah download ulang selalu lag dan banyak bug padahal koneksi aman aman saja kecewa,1
