Username,waktu,Komentar,Rating
Diky Firnando,2023-03-24,tolong lah saya sudah main dari seison tapi semakin kesini semakin banyak bug dan saya sudah main jaringan yang baik tapi masih juga lambat dan patah patah ram hp  snapdragon apa coba masalah saya kasih bintang karena permainan nya jelek,1
Amin Lemon,2023-03-24,untuk pubgm update tan sekarang semakin bagus tapi untuk spek hp selsaikan ram roam kenapa tidak bisa main kan sering jadi bug yang sangat fatal sekali login ulang sendiri dan juga sering tidak bisa login mohon lebih perhati dear pubgm,5
Maulana Firdaus,2023-03-24,bisa di updatepadahal simpan hp saya awalny emg penuh tapi sudah saya atur sekarang simpan hp saya sudah atau kosong kenapa tidak bisa di updateapa pubg mobile butuh sogo duit gepok mohon sudah itikat baikny jangan malah sulit dan laku pubg dan pihak play toko karena saya sering sangat susah update padahal memori sudah cukup sangat atau masih banyak bhkn download aplikasi pun terkadang susah hufftt mohon itikat baikny dan terima kasih,4
OZA SANJAYA,2023-03-24,adil map luas gerakan lembut kuat sama rata andal kemampuan walau ho kentang pin bisa menang asal pinya strategi yang bagus,5
Ocke A Nizar,2023-03-24,pubg skr tidak bagus waktu kelola oleh tencen semakin kesini semakin bug parah dan memori nya semakin besar beri yang masih suka main hambat dng memori apalagi hp yang tidak mumpuni tolong baik agar kami masih bisa main dng baik berguna hp yang tidak bagus iphone bug pubg semakin parah tiba-tiba sering jadi dapat ambil item apa sulit untuk tekan tombol ambil bahkan untuk healing pun tidak bisa dan ganti senjata pun sama hanya bisa gerak kesana kemari parhh,1
Sandz SaLTi,2023-03-24,sangat neng main permainan saran saya kalau bisa momentnya bisa share sosial media pakai video dong jangan pakai link biar semua orang bisa tantang main,5
bagas,2023-03-24,iya pubg saya terkadang saat lawan musuh tiba tiba suka seperti disconectpadahal sinyal bagus stabil atau karakter saya sudah depan musuh plus sudah saya tembak tapi tidak knock padahal persis dedepannya tahu tahu mati saja tiba,1
Erick Erick,2023-03-23,update nya tidak berotak dari season main sampai sekarang tapi sekarang sedikit kecewa sama ini permainan setiap update nya terlalu banyak sekali file,3
Dent Efanz79,2023-03-23,semakin kesini kenapa semakin tidak jelas main mau tembak musuh tiba keluar sendiri baik dong jngan hanya updetan besar terus tapi gamenya selalu keluar sendiri asli sedikit kecewa,1
ニャンベックトカゲ,2023-03-23,terkadang saat turun ada beberapa bagi yang terrender buat karakter saya bagi sebut saat sudah terrender dengan baik tiba-tiba eliminasi karena ada nya musuh yang sudah full attachment sedang karakter saya masih bingung cari lengkap senjata,3
Anggi Firmansyah,2023-03-23,permainan bodoh permainan dongo permainan haram permainan idiot semakin update semakin tidak jelas banyak bug sering lag soal hp masih support jaringan bagu bahkan download resourch juga cepat jaringan tinggi dan ms pun bagus tapi saat mau play selalu muat dan selalu waktu minta habis silah masuk kembali semakin update bukan semakin nyaman semakin semakin bodoh ini lebih baik renti saja buat permainan seperti begini dari season awal main sampai jauh hasil buat kecewa inti kecewa goblog developer,1
R D,2023-03-23,update jadi tambah kacau permainan percuma banyak event dan skin kalau permainan jadi lama bosan main permainan lama lama permainan yang hanya likir untung dari pada nyaman main permainan brengsek tahun para player akan henti total main permainan,1
TaKaa_ Edtz,2023-03-23,sudah biasa dengan bug bangun hilang tapi updatenya semakin tambah bugnya terus muncul setiap main dan saya susah saat turun dari parasut kadangsering kalau nyangkut pagar dan juga darat selsaikan rumah hanya itu saja dulu yang saya mau sampai mohon baik bisa mungkinya terima kasih meski pubg sekarang mulai banyak bugnya,4
Robinson,2023-03-23,tolong usaha ketika jaringan stabil atau disconact dari room usaha jangan langsung henti atau bisa masuk room ketika disconact karena rugi sekali buat player garagara entah itu dari bug server atau jaringan mohon adakan kembang bagi sebut terimakasih jangan hanya update event terus ada tapi kembang dalam ada,1
Kenzo 8e,2023-03-23,sedikit bingung dulu mode payload itu tempat dapetin m quadraple rpg itu hanya base garage tpi saya pernah ketemu player belum base buka udaj dapat itu senjata minimal kasih tahu tempat loot nya lah biar tidak bingungin payload itu mode terrealistis yang pernah ada pubg,2
Lim hanas,2023-03-23,tolong serius buat emot dance buat karakter pubg jadi bisa senyum marah sebal dan lain lain jika buat karakter tolong wajah dimiripin sesuai iklan promosi,3
rangga rangga,2023-03-23,pubg sesungguh sangat tarik buat main namun semakin banyak sistem update semakin besar ukur sehingga semakin banyak minat yang los atau bisa main permainan karena semakin banyak yang henti semakin kecil juga kapit hasil dari login permainan,4
Mikha Ximenes,2023-03-23,sudah update tapi mas saja tidak bisa masuk tempur dan sat masuk pubg selalu tidak respon ole servis padah jaringan saya baikbaik saja tolon baik terimakasih,2
Kristoper Kristoper,2023-03-23,iya saat mau login pubg dan suka masalah saat ada loby kalau masalah dari koneksi internet internet saya lancar lancar aja mohon perbaili tencen saya kasih bintang dulu saja kalau sudah baik baru saya kasih bintang,2
Asep Khoerudin,2023-03-23,permainan play nya sih sudah bagus grafik juga oke cuman mohon baik lagi perihal saat sudah turun dari pesawat bangun atau rumah suka tidak lihat hp dan tidak bisa gerak juga itu sangat menggangu saya terima kasih,3
Jul kifli,2023-03-23,tidak paham sih setiap update ping bisa sampai dan saat pindah server nyata lebih parah padahal saat milih server europe kecil ping nya,1
Reki Patiro,2023-03-23,semakin hari semakin jelek jaringan stabil tapi sering error padahal hp saya dukung untuk main tapi memang gamenya jelek apalagi sudah update semakin buruk untuk masuk permainan,1
M,2023-03-23,bagus sekali fitur baru hanya saja mungkin jika ikut jejak versi pcnya akan lebih baik lalu event jelek dan berguna hapus saja dan sekarang jadi banyak bug,1
Usman Yusmanul,2023-03-23,sudah uodate jadi jelek asa berat frame drop jaringan stabil,2
oka evan,2023-03-23,saya suka gane saya juga suka recoil mekanik dan komunitas tapi saya suka karena ketika saya turun event itu sangat render dan ketika saya turun rumah pochinki dan lain lain juga selalu render padahal ping saya ms dan device saya ram tolong baik bug atau rusa terimakasih,2
1171_ Reswyn,2023-03-23,season kenapa bot nya ngeri pakai senjata dengan low personality tapi Hanya sekali tembak kita mokad mereka bisa bawa mobil pakai bom asap dan cepat heal tidak normal pro player saja kalau lawan kita tidak bakal sekarat langsung lawan bot kita pakai fest lev tapi seperti pakai fest lev mana sekali hit asa digebukin banyak orang damage yang kasih mohon perbaiki,1
Ade Candra93,2023-03-23,sudah update jadi sering force close jadi tidak betah main juga sering kalau looting senjata selalu delay atau lama ambil senjata jadi sering kalah waktu main,1
Pijastg Realme,2023-03-23,saya sudah main pubg dari season sampai sekarang masih banyak bug yang belum baik tolong mohon baik supaya kami player pubg nikmat main dari grafik bagus hd,4
salim saichi,2023-03-23,gamenya bagus tapi terkadang saat main gamenya keluar sendiri dan saat main juga terkadang gerakan terputusputus atau ulang posisi yang sudah laku tadi sebab itu saya sering mati dan untuk mode metro royal permainan sering masalah ulang gerakan yang sama lalu saat masuk karakter sering melayanglayang lengkap sering baca dan hilang sendiri atau lepas sendiri yang buat saya rugiuntuk misi hari rp sering error itu saja terima kasih,4
M. Ali Hanafi,2023-03-23,saya bingung sama permainan padahal saat yang sama bandwidth saat nonton youtube sampai mb lebih di pakai main ml juga kisar kb gilir main pubg boom langsung turun kb bagaimana tidak lag asw,5
R. Fernando Torres,2023-03-23,permainan nya bagus updatenya juga tambah bagus tapi tolong memori rangin biar hp yang tidak terlalu kuat buat main pubg jadi kuat karena memori rangin,5
Idris Labiru,2023-03-23,saya sangat suka permainan permainan yang sangat bisa hilang kan bosan sungguh permainan pertama yang harus saya keluar uang tuk main dan saya nikmat nya,5
Bambang Nurdiansyah,2023-03-23,turut saya ada kendala apa hai teman itu bukan bug itu karena hp kalian yang tidak mampu kalau Hanya ram masih berat coba ganti yang lebih tinggi jamin lancar tidak bisa bug,5
ARIS YUAN PRATAMA,2023-03-23,saya main setia pubg mobile tapi sudah update pubg mobile tambah kecewa utama bug sumber daya rusak sudah install ulang tapi sama saja pubg mobile buruk sekali tahun  bintang saja  sedih,1
Queen Blackking,2023-03-23,aq tambah karena bug kemaren sudah baik sekarang bug download saya sudah download smua ketika log in lagi minta download lagi lalu bug hadiah pesawat rp suara pesawat tidak mau hilang waktu keluar dari misi rp sampai masuk tempur lalu bakal hilang kalau keluar gamelog out,3
Dayat Cipunglu,2023-03-23,bug suara pesawat lobby tidak mau hilang hilang sumpah suara itu ganggu sangat saya mau ngobrol sama temen saja ganggu karena karena suara pesawat yang tidak mau hilang tolong segera baik cepat iya habis update pasti ada saja masalah bukan semakin kualitas semakin semakin lama semakin rusak permainan garagara bug yang ada terus terus sudah lah biar bintang yang bicara buat saat,1
Danang Prakoso,2023-03-23,update hancur masa main event yang biasa sama saja ngelag nya  dan lebih parah nya main event ngebling ngebling buat malas main terus tolong lah baik sever nya,3
Lex,2023-03-23,permainan sangat berat  dan semua orang milik hp yang selalu bisa support saat permainan update  jadi tolong untuk developer pikir itu kalau selalu update dan simpan sudah butuh gb lebih lebih baik jadi permainan pc sekali usah masuk kategori permainan androidmobile terimakasih,2
Yohanes Fungky,2023-03-22,sudah bagus lur biarpun msih noob pokoe main terus Hanya terkadang kalau buat main solo masuk lama Sekali semakin terkadang tidak bisa masuk apalagi di map vikendi,5
Sem Thome,2023-03-22,kenapa gwe main tiba tiba langsung log out dari aplikasi pubg aneh langsung keluar saja begitu sampai gwe login ulang juga tidak bisa terus saat sudah jadi tidak bisa lanjutin tempur,2
Zein Kms,2023-03-22,permainan seluruh bagus hanya saja semkin hari semakin tidak jelas bug nya pada saat darat saja sudah parah apa lagi darat sma dengan musuh lebih prah lagi pada saat main juga bug parah kalau mau hadap dengan musuhpadahal musuh masih belum lihat,1
Haeril Ulhakk,2023-03-22,gamenya bagus hanya kalau update lama terkadang uninstall lalu download ulang baru bisa main kembali mohon tanggap,3
RELAYS sgg,2023-03-22,halo akhir bug lihat batle grafik turun dan pohon kendara sama menu atur juga kabur tidak jelas mohon baik bugnya trimakasih,3
Carl Jhonson,2023-03-22,padahal sudah update loh kenapa masih force close sendiri padahal simpan masih sedia cukup banyak suhu hp juga tidak panas hadeehh memang kalau sudah developer nya infinite tidak bakal bagus,1
XWR,2023-03-22,good permainan tapi sudah update seperti server tidak benar muncul selalu tulis waktu minta habis atau jaringan stabil mulai ulang permainan atau ganti server atau apa itu belum update tidak pernah begini download ulang data lancar jaya saat sudah selesai kumat,3
lusdian anwari,2023-03-22,sudah update baru lama sekali masuk nya kompilasi sumber daya terus lama jadi nya,5
Wahyu Di,2023-03-22,mulai pertama ada permainan pubg sampai sekarang yang nama dapat skin gratis yang bisa dupdate aku tidak pernah dapat satu pun dari dulu smpe sekarang tapi player baru banyak yang dapat permainan pubg mobile terlalu petit sangat biarpun tidak gaca hrusnya kasih satu biar semangat main permainan pubg mobile aku jadi malas main permainan pubg mobile sudah bentar baharu pula ngasih skin gratis yang bisa update pun tidak pernah sama sekali sekarng player pubg banyak yang ngeluh dan tinggal permainan pubg,1
Syaepul Bahri,2023-03-22,untuk player yang kata banyak bug saat turun dari pesawat saat turun tempat ramai itu bukan bug iya itu device nya tidak kuat sehingga render sekarang paham kan mana yang bug mana yang render akibat hpdevice low end,5
AK Channel,2023-03-22,permainan bagus grafik juga tidak ada masalah bagus sangat tapi sudah update kemaren jadi sering keluar sendiri saat main tolong baik,4
Bang And,2023-03-22,game turut saya sudah bagus grafis mantap tapi sayang koneksi ngacoapalagi buat berguna dataperbaiki dulu supaya semakin ramai yang main nya,5
Muhammad Khairan,2023-03-22,suara mic nya mantul sudah ganti earphone tetap juga mantul tolong baik mungkin bug,4
Tod,2023-03-22,sistem poin rank rusak plus nya dikit sudah tidak seperti dulu lagi jadi malas push rank gwnya sama itu itu download grafis tidak bisa pause apa sudah harus login ulang baru bisa henti menghabiskan kuota saja,1
Muhammad Lazuardi,2023-03-22,tolong kalau kita tidak sengaja ngebom tim sendiri rit jangan rang rugi sekali saya lempar bom musuh salah satu teman nyamperin musuh sama kena bom padahal tidak sengaja bagaimana sih pubg bisa baik tidak kalau tidak aaya uninstall kamu gamenya,4
Dyaksa Lukan Nanda,2023-03-22,sebenernya patch baru banyak minus cuman habis update downloadnya sering eror padahal sudah nonaktif download tapi data tetap kurang masa jam main habis  gb itu ada download nonaktif tapi tiba resource bagi ada yang download tolong bagaimana untuk tangan masalah ini masa saya hari buat main habis sampai gb,3
euriqe sanders,2023-03-22,sudah update semakin tidak bisa buka gamenya force close terus aneh ini permainan belum normal saja heran kalau bisa saya kasih rating minus playstore nya,1
Sandy Badot,2023-03-22,rasa semakin jelek step terkadang lihat map dan sesuai arah yang map dan hal semakin cepat kita kenok apa memang musuh yang sesuai dengan mampu internal tembak kita,1
fauzi infratech,2023-03-22,kenapa semakin slow respon iya contoh waktu masuk jendela atau mobil sedikit lama iya apa hp saya tapi sudah ram kenapa,5
1507 02 ERWIN KURNIAWAN PASEPE,2023-03-22,setiap mau buka aplikasi keluar sendiri belum masuk lobby sudah beberapa kalau buka ada pemberitahuan jika aplikasi milik bug padahal sudah coba hapus aplikasi dan download kembali tapi masalah tetap sama permainan keluar sendiri belum masuk lobby padahal ada aplikasi lain yang jalan latar belakang tolong baik,2
