Username,waktu,Komentar,Rating
Muhammad Syauki,2023-06-07,kalau ngasih tim cas ranked tidak adil terkadang kasih nya yang masih goldsilver dan juga kalau itu tim nya yang lebih tinggi pangkat nya dari kita dari situ saya kasih bintang satu dulu,1
Nia Terfonia,2023-06-07,buat grafik nya sih sudah bagus terus sudah tidak ada bug jadi Hanya masalah yaitu lobby nya seperti apa iya tidak adem gtu,5
Ryzal Wafi123,2023-06-07,saya beri bintang dua bukan karena gamenya tetapi jaringan nya padahal lobby lancar kenapa gameplay jaringan nya lag parah garena tolong baik,2
Oky Kurniawan,2023-06-07,gamenya bagus tapi masih banyak bug nya tembus glowal bug damage dll saya saranin bug nya hilangin iya garena,5
ALVIYAN Eka,2023-06-07,saya bagai user awmsniper ingin tanya sih kalau main setiap dapat awm pasti langsung patahpatah kalau tidak patah patah pasti sinyal baik itu iya,5
Hafiz Adinata,2023-06-07,permainan jelek tidak berguna bug damage masih ada gloo wall batas permainan beban ngabisngabisin waktu hanya buat bug damage,1
Eggy Andrean fradana,2023-06-07,sudah update buka bagu semakin tambah jelek ini permainan saat main sering keluar sendiri patah sinyal jelek ini permainan semakin sini semakin tidak enak buat mainkan,1
RIZKY TRI AFANDI,2023-06-07,kalau buat permainan berotak dikit napa kamu enak tinggal buat terus banyak yang main dapat uang sedang kita ngeluarin uang hanya buat permainan kamu yang jelek kita main beberapa jam hanya untuk ngepush apa salah saya kenapa sampai trelim dasar jelek pensiun saya sudah,1
ratkal Mks,2023-06-07,map kalahari kini kembali dan terus terang saja map itu sangat gampang buat mata lelah karna warna radiasi merah,3
Hafidz Rafi,2023-06-07,bagus kenapa permainan nya tapi kalok naik kin rank gm susah terus sudah update ada barang barang yang hilang contoh flasbang hilang dari br dan danger,2
Sauqi Mumtaazi,2023-06-07,tapi ada ajar sejataku hilang dan paju juga hilang baju kompak saya ada masalah tolong baik nanti sudah hilang masalah atu bak nek sudah hi lang takasih bintang dan bug rumah juga wana hitam baik,2
Gaming Youtube,2023-06-07,tidak bisa top up padahal pulsa nya cukup tolong baik dong bug nya,1
wahyu tri hidayat,2023-06-07,game sih bagus tapi bisa tidak sih ngasih tim yang waras lah masa kasih tim boch selalu egois lagi dikit mencar tidak mau kompak egois gw main kalah mulu apa cs dikit ksih tim yang baru main ff dan iya kdng dapat yang afk selalu ini permainan buat stres karena boch mohon sesuai lagi lah sama tim musuh sama tim sendiri biar adil,1
FADLAN NAJLIL ANWAR,2023-06-07,semakin update semakin semakin buruk dari glowal nya semakin delay delay selalu keluar sama glowal nya ngembang baik glowal delay dan ngembang,1
Entang Supriatna,2023-06-07,sedikit masalah dengan server jaringan free fire garena yang sering down dan itu sedikit sangat rugi kala kita main rank,4
Aziz123A Aziz,2023-06-07,free fire sekarang lambat sangat kalau mau main br renked suka conek padahal sinyal bagus tlong baik dong,1
Muhammad Ikrom,2023-06-07,banyak nya event skin elit yang keluar terus terus sehingga skin tsb jadi pasar simpan ff semakin besar karena banyak nya item maupun map baru padahal tambah pulau map lama saja itu sudah bagus turut saya sekarang terlalu mudah untuk boyah karnakan bisa hidup kembali terlalu banyak tombol tambah ff saja masuk dari saya  semoga developer dapat timbang agar ff bisa main oleh kalang hp ram ,3
adelio lio,2023-06-07,jaringan tolong baik padahal jaringan saya bagus tapi ff ngelag,2
Indra purnama01,2023-06-07,tolong dong admin  masa beli spesial airdrop diamondnya tidak masuk  bagaimana saldo potong tapi diamondnnya tidak masuk  mohon bantuanya admin agar kami juga para player nyaman main,3
Adam,2023-06-07,padahal sudah pakai wifi jaringan bagus tetap saja patah ngelag parah padahal baru update simpak simpak kenapa kh ini susah betul masuk nya bug terus,1
Alpina Mobile,2023-06-07,saat sudah update semakin tidak bisa main mode apa saat mode nya pilih semakin lag sangat tidak bisa buat ngapain tolong garena bug mohon baik,1
Yusuf Gaming,2023-06-07,permainan tidak jelas sinyal keren di permainan nya tidak ada sinya gimana sih tolong garena buat permainan yang jelas dulu baru buat permainan,1
Rosmilawaty Rizal,2023-06-07,permainan nya sih bagus tapi suka lama terus keluar sendiri dari permainan nya aku kira kalau sudah update bakal lebih bagus nyata admin mohon lebih tingkat permainan nya tapi jangan yang lama admin aku mau main dengan damai dan tentram,2
Aryan Maryan,2023-06-07,untuk top air drop terlalu mahal biasa murah kok tambah mahal,2
edri antol,2023-06-07,wajar sekarang ff sepi minat soal sistem sekarang sudah kyak di batas mainnyaskrng sistem main pakai kredit skor segala kyak ml kalau sudah kurang kredit skor main cs rank tidak bisa main br rank tidak bisa squadtolojg deh devolever ff sistem kredit skor nya ilangin,1
Alrido Firman,2023-06-07,jaringan optimal pakai wifi main bisa putus koneksi pantas sepi,1
Deren AprilioShan,2023-06-07,permainan nya jadi semakin seru tapi kalau main ranked sama player yang ranknya beda jauh semakin ban dari ranked padahal teman satu team saya ada yang berguna cheat atau config mohon lebih teliti iya dan baik masalah iya garena dan jangan salah tuduh ok segitu saja terima kasih,5
Janu antonius Manik,2023-06-07,kembali glowal kami yang dulu turnamen butuhh sangat itu glowal ini semakin batas,1
Faqih Seto prabowo,2023-06-07,gamenya sudah bagus tapi tolong buat gloowall tetap ada bawahpermukaan walaupun ada gloowall lain atau sedang tempat sempit karena itu sangat ganggu main semoga notice,4
M Alfindy,2023-06-07,tidak jelas gamenya semenjak update harus ketika update tambah bagus semakin tambah jelek setiap login selalu baca info permainan padahal jaringan bagustolong baik gamenya kalau mau banyak minat tolong baik,1
Muhammad Fajar,2023-06-07,garentod anjing baik itu game kamu aim nya susa banget melekat bug deg sudah merah berapa kalau tapi tidak mati mati padahal jaringan bagus bagus saja,1
ESI KARMILA,2023-06-07,maaf ini iya maaf sangat saya main selalu tidak bisa masuk sama sering ngebug padahal internet saya bagus sempurna bisa tidak baik mohon maaf terimakasih selsaikan kerja sama,5
nur fachmi,2023-06-07,good permainan  tolong baik masalah chit atau bug hapus matchmaking baik banyak bot atau akun beli main pun sampai perilaku buruk baik lag ping supaya lancar kembali akun yang kena banned kurang main bot atau toxic main dan alam buruk baik system aman supaya terhack batas umur tolong batas anak kecil main pada tidak jelas,5
Meri Pekanbaru,2023-06-07,permainan nya bagus tapi tim nya rank dapat anak kecil tidak bisa main sedang musuh jago jago cs rank begitu juga tim tidak bisa main musuh jago tolong garena sesuai tim kalau musuh jago kasih pulak tim jago saya kasih bintang dulu kalau sudah seimbang tim baru saya kasih bintang,2
Seteven11 asep,2023-06-07,permainan ff sekarang darah nyah pun jadi lembek dan glowal pun batas saya kecewa sangat sama garena dan banya bug nya juga saya kasih bintang satu lah karena banyak ubah mohon baik baru saya beri bintang lima kalu sesuai kita ingin,1
Ridha Abdul Wahab,2023-06-07,game sangat seru dan cocok buat mainkan tapi tolong baik bak nya,5
Sekar Kinanti,2023-06-07,mungkin biar ramai kasih mode offline biar banyak yang main dan banyak ngasih bintang limasekian dulu dari saya jika ada kata saya yang salah mohon maaf,5
Abdil Shadow,2023-06-07,milik garena sekarang tidak seperti dulu tadi aku main awal sinyal nya bagus tapi lama lama lambat padahal wifi saya sudah saya coba download aplikasi cepat dan tidak lambat tapi saat main ff sinyal nya merah terus tapi saat mati langsung tidak lambat sinyal nya lebih baik pensiun saja admin nya tidak jelas begini sinyal bagus tapi permainan nya lambat,1
VIDSS FF,2023-06-07,permainan nya bertambah buriq habis update cahaya ulta sekarang jelek lebih bagus yang dulu,1
Entin Tin,2023-06-07,aplikasi bagus tapi banyak bug tolong baik ki iya,4
maylafaisha donitha,2023-06-07,permainan nya sudah bagus tetapi mas banyak bug contoh saat jaringan ngelek telah itu tiba tiba orang jadi hilang ketika sedang tembak damage nya itu mohon baik garena karena bug nya itu sangat ganggu sekalkalau tidak ada damage bagaimana cara kill lawan,1
Zirkonis Chanel,2023-06-07,permainan rusak banyak bug tidak benarkan bagaimana sih semenjak pihak garena nya ganti jadi permainan rusak bodoh bug benerinnya lama kerja collab selalu,1
Azwarni Yanni,2023-06-07,untuk garena hormat permainan nya sudah bagus tapi yaitu saat main br ranked situ lawan yang seimbang dan sebab kekalahn sehingga poin kurang dan tolong adakan event pakai gratis atau berguna voucher hanya itu harap pihak garena paham nya terima kasih,2
xxy bbcz,2023-06-07,saat saya unduh permainan ini cepat sekali tapi harus download file nya permainan nya besar mb biasa kan langsung dari play toko,5
Noob Gimang,2023-06-07,kalau mau nge gloowall pasti ada beberapa yang ngebug gloowall tbtb du selsaikan kepala padahal arah tanah tapi muncul selsaikan kepala,2
Fadil Arham,2023-06-07,ang permainan nya force close terus saat sambung ulang force close terus terus saya turunkan bintang nya saya riset hp karena force close saat sudah riset mas sama bit,5
OPANG YT :V,2023-06-07,saya kasih bintang karena bug jaringan lag delay padahal wifi saya bagus main mobile legend lag kalau loting suka delay dan kalau masang glowall suka delay padahal mah lancar tolong admin bug iya fix iya please,3
Edi Edi,2023-06-07,waktu masih belum update lebih lancar aku main tidak perna balik lobby apalagi saat mas main selalu tiba tiba balik lobby lalu kirim lapor tidak sesungguh please baik aku buat bintang,1
Rahmat 277,2023-06-07,beri bintang dulu soal nya semakin update semakin error tiba gk bisa main baca permainan selalu padahal pakai wifi,2
Wanda Saskia N,2023-06-07,lag and bug dimanamana parah harus kalau sudah update jadi lebih baik semakin parah,3
lastri,2023-06-07,garena kembali ff yang dulu karena situ banyak kenang sama teman tetapi sekarang update nya buat temen saya pensiun tolong garena item yang langka yang old jangan keluar jadi gratis sekali saya minta tolong ff jadiin yang dulu saya mohon,5
Rendi Aditia,2023-06-07,apa tidak bisa lompat glowal bolehin lah aku tadi main training masa baru idup langsung mati aneh pada cit,1
hyabusa Pratama,2023-06-07,assalamualaikum admin garena kenapa setiap vault atau profil ff selalu loading padahal jaringan wifi saya masih bagus tolong baik admin,3
Sya Uqi,2023-06-07,sudah update semakin banyak bug koneksi bagus kuattapi selalu ada notifikasi koneksi buruk mohon baik,1
Kucing Kalem,2023-06-07,ingat setiap update ada ubah masalah lag bug erormalahan lebih buruk dari belum mungkin target pasar permainan bukan untuk kamisemestinya tim anda lebih tahu dengan ada aplikasi permainan banding para player yang rasa kendala namun terkadang bingung bagaimana cara bilang saat ada masalah dengan gamenya jika memang perlu survey ijinkan para player komentar dengan anonim permainan tanpa perlu login ulang agar privasi berguna aman mungkin itu bisa bantu,1
youlyana savethree,2023-06-07,buruk sekali banyak bug nya contoh nya ping merah padahal sinyal kuat sama kouta banyak bug saya beli spesial airdrop tapi item nya masuk semakin diamondnya yang masuk sudah saya cek vault ada juga banyak citter mohon garena tolong cepat selsaikan semua masalah,1
Ferdy Rizal,2023-06-07,garena kalau bisa baik bug top up dengan bug membership karena sllu tidak masuk kalau kita top up atau beli membership dan bug yang lainnya tolong baik seperti aim dan glowal sangat resah kalau sementara war glowalnya tidak mau kepasa atau semakin meleyang oke dan terimakasih,2
Jodri Saputra,2023-06-07,tolong iya garena baik jaringan nya kalau tidak semakin sedikit org yang mau main ff tolong iya garena kalau rilis permainan iya yang benar jaringan nya baik dan aim big nya baik lagi jnagan buat permainan buat org sakit hati bodoh,1
Realme Batam,2023-06-07,emm akuvkasihb bintang dulu garena iya semenjak upade banyak bug dan lag sama saat aku kill demen lebih terus boyah bertambah,2
Gudang Galaxy,2023-06-07,woi epep sih jaringan jelek terus padahal kalau main yang lain baik saja sudah saya laporin masih saja jaringan jelek please la benarkan yang jelek jaringan apa dari permainan nyaa begitu epep kalau mas ngelag bagaimana saya main coba,4
Adi Budi Haryanto,2023-06-07,setiap ketemu musuh jaringan langsung hilang buat badmood buat main lagi kalau bgini terus lebih baik uninstal saja dari pada main buat emosi,2
Gabriel Sianturi,2023-06-07,kenapa semakin update kenapa semakin aneh kenapa jadi sering salah sambung padahal jaringan bagus tolong dong baik itu server,1
Rafles Saje,2023-06-07,permainan nya sudah rusak beda sama yang dulu banyak yang bug dan tolong baik permainan nya,1
Titie Fitra,2023-06-07,untuk garena tolong top up diamond nya jangan banyak banyak dan tolong simpan permainan nya jangan sampai gb buat berat dan permainan suka patah patahtapi tidak apa apa deh permainan nya bagus,5
Nawir Nawir,2023-06-07,setiap update pasti selalu banyak masalah glowal nya ada layang kalau main biasa keluar sendiri kalau main orang jaringan nya selalu ngelag terkadang aku pasang glowal nya tidak bisa pasang begitu jadi aku sudah bosan sama ff itu saja terimakasih,1
Sofyan Yunus,2023-06-07,maaf tapi saat saya ingin lihat pertarungan style saya kenapa tidak bisa tolong baik biar bisa lihat,4
Maximus Ponsel,2023-06-07,gamenya sudah bagus tapi cukup rumit jika kita mau atur ulang hud nya jadi kalau bisa update lanjut ada kan nya fitur salin hud kan jadi enak misal orang pada tidak muat memo nya akhir hapus dan download kan kalau sudah salin hud nya lebih gampang sekian dan terima kasih,4
kiki jelek,2023-06-07,freefire sekarang ada bug kalau masang gloowal suka selsaikan mohon baik iya,5
ari alpares,2023-06-07,tidak seru yang dulu semenjak ada cara buat merevive rekan tim ff sudah tidak seru banyak saya sakit hati bukan ngerevive eh semakin beli upgrade chip beli drone beli gloowal terus saya nonton selalu apa bagaimana kalau begitu lebih baik tidak usah ada metode hidup kembali seperti yang dulu tidak akan ada yang sakit hati,1
Bagasedi Susilo,2023-06-07,permainan pay to win spin pakai kartu tidak bakal dapat item utama padahal saya player dari season sekarang saya pensiun karena karena free fire sekarang lebih arah pay to win,1
Henzu official,2023-06-07,parah garena tolong baik saya ketika saya main selalu keluar sendiri permainan nya sudah update semakin rusak gamenya,1
Arya Hapella 007,2023-06-07,semakin update semakin parah ini permainan sudah tahun main bug banyak glowal ngambang hp tiba tiba patah patah pokok berat sangat gamenya sudahuntuk free fire semoga dapat lebih ringan,3
feri hendrawan,2023-06-06,semenjak selesai update banyak bug tidak jelas glowel layang peluru mag mis main cs tenk kalau sudah pilih squat tidak bisa ganti arena harus keluar permainan dulu aneh baik dulu la,4
Evan Raditya4334,2023-06-06,please lah garena kembali lah garena dulu ada bug lag jaringan dan lain lain saat saya dapat main rank infit teman puh bisa masuk group ada tulis team up peebolehkan untuk sementara waktu maksud nya bagaimana iya kami cari hibur dari permainan ff tapi pikhak garena semakin buat kacau ff banyak bug lag dan lain lain tolong baik sekian ulasan dari saya semoga pikhak garena erti degan yang saya sampai,1
